sofifa_id,player_url,short_name,player_positions,overall,age,gender,nationality_name,pace,shooting,passing,dribbling,defending,physic,player_face_url,nation_flag_url,value_eur,wage_eur,club_name,preferred_foot,player_tags,attacking,skill,movement,power,mentality,goalkeeping
207865,https://sofifa.com/player/207865/marcos-aoas-correa/220002,Marquinhos,"CB, CDM",87,27,male,Brazil,81.0,53.0,75.0,74.0,89,81.0,https://cdn.sofifa.net/players/207/865/22_120.png,https://cdn.sofifa.net/flags/br.png,90500000.0,135000.0,Paris Saint-Germain,Right,"#Tackling, #Tactician ",65,64,77,72,74,8
209658,https://sofifa.com/player/209658/leon-goretzka/220002,L. Goretzka,"CM, CDM",87,26,male,Germany,81.0,82.0,82.0,84.0,78,86.0,https://cdn.sofifa.net/players/209/658/22_120.png,https://cdn.sofifa.net/flags/de.png,93000000.0,140000.0,FC Bayern München,Right,#Tactician ,79,81,79,85,79,9
211110,https://sofifa.com/player/211110/paulo-dybala/220002,P. Dybala,"CF, CAM",87,27,male,Argentina,84.0,86.0,86.0,90.0,37,60.0,https://cdn.sofifa.net/players/211/110/22_120.png,https://cdn.sofifa.net/flags/ar.png,93000000.0,160000.0,Juventus,Left,"#Dribbler, #Playmaker, #FK Specialist, #Acrobat, #Complete Midfielder",80,88,86,75,70,4
216267,https://sofifa.com/player/216267/andrew-robertson/220002,A. Robertson,LB,87,27,male,Scotland,84.0,61.0,81.0,81.0,82,76.0,https://cdn.sofifa.net/players/216/267/22_120.png,https://cdn.sofifa.net/flags/gb-sct.png,83500000.0,175000.0,Liverpool,Left,"#Engine, #Crosser",64,78,81,72,77,8
228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,"CM, CDM, CB",87,24,male,Netherlands,81.0,69.0,85.0,88.0,76,78.0,https://cdn.sofifa.net/players/228/702/22_120.png,https://cdn.sofifa.net/flags/nl.png,119500000.0,210000.0,FC Barcelona,Right,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder",76,82,83,74,75,8
231281,https://sofifa.com/player/231281/trent-alexander-arnold/220002,T. Alexander-Arnold,RB,87,22,male,England,79.0,68.0,88.0,80.0,80,72.0,https://cdn.sofifa.net/players/231/281/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,114000000.0,150000.0,Liverpool,Right,#Crosser,73,85,77,74,76,9
233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,"RM, CF, LM",87,21,male,England,81.0,76.0,82.0,91.0,34,65.0,https://cdn.sofifa.net/players/233/049/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,116500000.0,150000.0,Manchester United,Right,"#Dribbler, #Acrobat",74,80,85,66,66,8
239818,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/220002,Rúben Dias,CB,87,24,male,Portugal,61.0,38.0,65.0,68.0,88,88.0,https://cdn.sofifa.net/players/239/818/22_120.png,https://cdn.sofifa.net/flags/pt.png,102500000.0,170000.0,Manchester City,Right,#Tackling ,56,61,64,70,65,8
138956,https://sofifa.com/player/138956/giorgio-chiellini/220002,G. Chiellini,CB,86,36,male,Italy,68.0,46.0,60.0,59.0,90,85.0,https://cdn.sofifa.net/players/138/956/22_120.png,https://cdn.sofifa.net/flags/it.png,12000000.0,88000.0,Juventus,Left,"#Tackling, #Tactician, #Strength, #Complete Defender",56,54,65,76,64,2
162835,https://sofifa.com/player/162835/samir-handanovic/220002,S. Handanovič,GK,86,36,male,Slovenia,1.0,1.0,1.0,1.0,16,1.0,https://cdn.sofifa.net/players/162/835/22_120.png,https://cdn.sofifa.net/flags/si.png,7500000.0,78000.0,Inter,Right,,17,22,51,51,32,75
178603,https://sofifa.com/player/178603/mats-hummels/220002,M. Hummels,CB,86,32,male,Germany,56.0,59.0,77.0,73.0,88,77.0,https://cdn.sofifa.net/players/178/603/22_120.png,https://cdn.sofifa.net/flags/de.png,44000000.0,95000.0,Borussia Dortmund,Right,"#Tackling, #Tactician, #Strength, #Complete Defender",70,70,64,68,75,7
189332,https://sofifa.com/player/189332/jordi-alba-ramos/220002,Jordi Alba,"LB, LM",86,32,male,Spain,86.0,69.0,81.0,83.0,77,71.0,https://cdn.sofifa.net/players/189/332/22_120.png,https://cdn.sofifa.net/flags/es.png,47000000.0,200000.0,FC Barcelona,Left,#Acrobat,74,77,85,71,76,10
189509,https://sofifa.com/player/189509/thiago-alcantara/220002,Thiago,"CM, CDM",86,30,male,Spain,63.0,72.0,86.0,90.0,68,66.0,https://cdn.sofifa.net/players/189/509/22_120.png,https://cdn.sofifa.net/flags/es.png,65000000.0,180000.0,Liverpool,Right,"#Dribbler, #Acrobat",74,86,78,72,79,7
189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,"CDM, CM",86,32,male,Spain,42.0,62.0,79.0,80.0,82,75.0,https://cdn.sofifa.net/players/189/511/22_120.png,https://cdn.sofifa.net/flags/es.png,45000000.0,200000.0,FC Barcelona,Right,,65,77,57,66,79,8
189513,https://sofifa.com/player/189513/daniel-parejo-munoz/220002,Parejo,CM,86,32,male,Spain,50.0,83.0,90.0,81.0,69,69.0,https://cdn.sofifa.net/players/189/513/22_120.png,https://cdn.sofifa.net/flags/es.png,53500000.0,64000.0,Villarreal CF,Right,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder",78,87,63,73,80,8
192984,https://sofifa.com/player/192984/koen-casteels/220002,K. Casteels,GK,86,29,male,Belgium,1.0,1.0,1.0,1.0,15,1.0,https://cdn.sofifa.net/players/192/984/22_120.png,https://cdn.sofifa.net/flags/be.png,52000000.0,88000.0,VfL Wolfsburg,Left,,18,21,53,50,27,77
198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,"LW, CF",86,30,male,Italy,87.0,78.0,85.0,90.0,33,45.0,https://cdn.sofifa.net/players/198/219/22_120.png,https://cdn.sofifa.net/flags/it.png,65500000.0,125000.0,Napoli,Right,"#Dribbler, #FK Specialist",74,88,87,63,66,7
201024,https://sofifa.com/player/201024/kalidou-koulibaly/220002,K. Koulibaly,CB,86,30,male,Senegal,81.0,28.0,51.0,65.0,88,85.0,https://cdn.sofifa.net/players/201/024/22_120.png,https://cdn.sofifa.net/flags/sn.png,55500000.0,105000.0,Napoli,Right,"#Tackling, #Strength",42,50,65,63,61,7
201535,https://sofifa.com/player/201535/raphael-varane/220002,R. Varane,CB,86,28,male,France,82.0,49.0,64.0,65.0,87,82.0,https://cdn.sofifa.net/players/201/535/22_120.png,https://cdn.sofifa.net/flags/fr.png,68500000.0,180000.0,Manchester United,Right,#Tackling ,58,61,69,69,67,8
204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,"RW, RM",86,30,male,Algeria,81.0,79.0,81.0,90.0,32,60.0,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/flags/dz.png,65500000.0,220000.0,Manchester City,Left,"#Dribbler, #Acrobat",73,84,84,69,67,9
208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,"ST, RM, RW",86,29,male,Spain,79.0,86.0,77.0,84.0,42,73.0,https://cdn.sofifa.net/players/208/093/22_120.png,https://cdn.sofifa.net/flags/es.png,68000000.0,73000.0,Villarreal CF,Left,#Clinical Finisher,82,76,78,79,71,9
208830,https://sofifa.com/player/208830/jamie-vardy/220002,J. Vardy,ST,86,34,male,England,85.0,84.0,70.0,80.0,50,73.0,https://cdn.sofifa.net/players/208/830/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,33000000.0,180000.0,Leicester City,Right,,79,69,82,75,79,10
209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,"CDM, CB",86,27,male,Brazil,67.0,69.0,78.0,78.0,86,83.0,https://cdn.sofifa.net/players/209/499/22_120.png,https://cdn.sofifa.net/flags/br.png,73500000.0,165000.0,Liverpool,Right,"#Tackling, #Tactician ",68,73,69,79,81,8
210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,"RB, LB",86,27,male,Portugal,85.0,71.0,83.0,84.0,80,72.0,https://cdn.sofifa.net/players/210/514/22_120.png,https://cdn.sofifa.net/flags/pt.png,71500000.0,185000.0,Manchester City,Right,#Crosser,74,80,82,75,74,9
212218,https://sofifa.com/player/212218/aymeric-laporte/220002,A. Laporte,CB,86,27,male,Spain,63.0,50.0,72.0,69.0,86,80.0,https://cdn.sofifa.net/players/212/218/22_120.png,https://cdn.sofifa.net/flags/es.png,77000000.0,185000.0,Manchester City,Left,"#Tackling, #Tactician ",61,70,66,70,69,7
213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,"LM, RM, LW",86,25,male,France,93.0,76.0,79.0,88.0,25,60.0,https://cdn.sofifa.net/players/213/345/22_120.png,https://cdn.sofifa.net/flags/fr.png,81000000.0,120000.0,FC Bayern München,Right,"#Speedster, #Dribbler, #Acrobat",74,80,89,71,62,3
218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,"CAM, CM, RW",86,26,male,Portugal,80.0,76.0,83.0,91.0,52,67.0,https://cdn.sofifa.net/players/218/667/22_120.png,https://cdn.sofifa.net/flags/pt.png,80000000.0,200000.0,Manchester City,Left,"#Dribbler, #Engine, #Acrobat",73,81,86,70,74,9
226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,"CM, RM, ST",86,26,male,Spain,88.0,80.0,81.0,82.0,77,82.0,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/flags/es.png,88000000.0,95000.0,Atlético de Madrid,Right,#Playmaker ,74,76,82,80,80,8
231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,CDM,86,25,male,Spain,61.0,70.0,77.0,78.0,81,82.0,https://cdn.sofifa.net/players/231/866/22_120.png,https://cdn.sofifa.net/flags/es.png,81000000.0,175000.0,Manchester City,Right,,69,72,66,80,74,8
232363,https://sofifa.com/player/232363/milan-skriniar/220002,M. Škriniar,CB,86,26,male,Slovakia,80.0,41.0,53.0,69.0,86,84.0,https://cdn.sofifa.net/players/232/363/22_120.png,https://cdn.sofifa.net/flags/sk.png,74000000.0,150000.0,Inter,Right,#Tactician ,55,50,71,65,64,9
143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,"CAM, CF, CM",85,33,male,Argentina,87.0,78.0,84.0,87.0,38,55.0,https://cdn.sofifa.net/players/143/076/22_120.png,https://cdn.sofifa.net/flags/ar.png,33500000.0,51000.0,Sevilla FC,Right,#Acrobat,71,83,89,70,69,7
163587,https://sofifa.com/player/163587/kasper-schmeichel/220002,K. Schmeichel,GK,85,34,male,Denmark,1.0,1.0,1.0,1.0,13,1.0,https://cdn.sofifa.net/players/163/587/22_120.png,https://cdn.sofifa.net/flags/dk.png,9000000.0,115000.0,Leicester City,Right,,21,25,57,46,36,77
164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002,Thiago Silva,CB,85,36,male,Brazil,53.0,54.0,72.0,72.0,85,78.0,https://cdn.sofifa.net/players/164/240/22_120.png,https://cdn.sofifa.net/flags/br.png,9500000.0,105000.0,Chelsea,Right,#Tactician ,64,69,64,74,73,7
168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,"CAM, CM",85,35,male,Spain,63.0,74.0,87.0,87.0,46,53.0,https://cdn.sofifa.net/players/168/542/22_120.png,https://cdn.sofifa.net/flags/es.png,22000000.0,44000.0,Real Sociedad,Left,"#Dribbler, #Playmaker, #Complete Midfielder",76,83,77,63,74,7
177683,https://sofifa.com/player/177683/yann-sommer/220002,Y. Sommer,GK,85,32,male,Switzerland,1.0,1.0,1.0,1.0,13,1.0,https://cdn.sofifa.net/players/177/683/22_120.png,https://cdn.sofifa.net/flags/ch.png,26500000.0,40000.0,Borussia Mönchengladbach,Right,,16,19,59,52,36,77
179813,https://sofifa.com/player/179813/edinson-cavani/220002,E. Cavani,ST,85,34,male,Uruguay,66.0,86.0,70.0,76.0,44,79.0,https://cdn.sofifa.net/players/179/813/22_120.png,https://cdn.sofifa.net/flags/uy.png,26000000.0,190000.0,Manchester United,Right,,81,71,69,82,78,9
183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,LW,85,30,male,Belgium,84.0,80.0,82.0,88.0,27,63.0,https://cdn.sofifa.net/players/183/277/22_120.png,https://cdn.sofifa.net/flags/be.png,52000000.0,240000.0,Real Madrid CF,Right,#Dribbler,76,84,84,70,73,7
184344,https://sofifa.com/player/184344/leonardo-bonucci/220002,L. Bonucci,CB,85,34,male,Italy,64.0,58.0,69.0,72.0,84,80.0,https://cdn.sofifa.net/players/184/344/22_120.png,https://cdn.sofifa.net/flags/it.png,17500000.0,110000.0,Juventus,Right,"#Tactician, #Strength",62,69,64,76,72,2
185122,https://sofifa.com/player/185122/peter-gulacsi/220002,P. Gulácsi,GK,85,31,male,Hungary,1.0,1.0,1.0,1.0,20,1.0,https://cdn.sofifa.net/players/185/122/22_120.png,https://cdn.sofifa.net/flags/hu.png,28500000.0,87000.0,RB Leipzig,Right,,18,20,50,49,30,76
186942,https://sofifa.com/player/186942/ilkay-gundogan/220002,İ. Gündoğan,"CM, CDM",85,30,male,Germany,65.0,80.0,85.0,86.0,72,72.0,https://cdn.sofifa.net/players/186/942/22_120.png,https://cdn.sofifa.net/flags/de.png,51500000.0,185000.0,Manchester City,Right,"#Dribbler, #Playmaker, #Complete Midfielder",74,85,74,73,80,8
188350,https://sofifa.com/player/188350/marco-reus/220002,M. Reus,"CAM, CF",85,32,male,Germany,73.0,84.0,84.0,85.0,48,63.0,https://cdn.sofifa.net/players/188/350/22_120.png,https://cdn.sofifa.net/flags/de.png,43000000.0,95000.0,Borussia Dortmund,Right,,76,84,79,74,72,10
