sofifa_id,player_url,short_name,player_positions,overall,age,gender,nationality_name,pace,shooting,passing,dribbling,defending,physic,player_face_url_old,nation_flag_url,value_eur,wage_eur,club_name,preferred_foot,player_tags,attacking,skill,movement,power,mentality,goalkeeping,player_face_url_old
215914,https://sofifa.com/player/215914/ngolo-kante/220002,N. Kanté,"CDM, CM",90,30,male,France,78,66,75,82,89,83,https://cdn.sofifa.net/players/215/914/22_120.png,https://cdn.sofifa.net/flags/fr.png,100000000,230000,Chelsea,Right,"#Tackling, #Tactician ",65,67,84,76,78,9,https://cdn.sofifa.net/players/215/914/22_120.png
165153,https://sofifa.com/player/165153/karim-benzema/220002,K. Benzema,"CF, ST",89,33,male,France,76,86,81,87,28,77,https://cdn.sofifa.net/players/165/153/22_120.png,https://cdn.sofifa.net/flags/fr.png,66000000,350000,Real Madrid CF,Right,#Poacher,85,80,78,80,75,7,https://cdn.sofifa.net/players/165/153/22_120.png
192119,https://sofifa.com/player/192119/thibaut-courtois/220002,T. Courtois,GK,89,29,male,Belgium,1,1,1,1,18,1,https://cdn.sofifa.net/players/192/119/22_120.png,https://cdn.sofifa.net/flags/be.png,85500000,250000,Real Madrid CF,Left,,17,22,57,49,31,77,https://cdn.sofifa.net/players/192/119/22_120.png
200104,https://sofifa.com/player/200104/heung-min-son/220002,H. Son,"LM, CF, LW",89,28,male,Korea Republic,88,87,82,86,39,69,https://cdn.sofifa.net/players/200/104/22_120.png,https://cdn.sofifa.net/flags/kr.png,104000000,220000,Tottenham Hotspur,Right,"#Dribbler, #Engine, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward",80,80,86,77,72,9,https://cdn.sofifa.net/players/200/104/22_120.png
200145,https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/220002,Casemiro,CDM,89,29,male,Brazil,65,73,76,73,86,90,https://cdn.sofifa.net/players/200/145/22_120.png,https://cdn.sofifa.net/flags/br.png,88000000,310000,Real Madrid CF,Right,"#Engine, #Tackling, #Tactician, #Strength, #Complete Defender",69,73,68,87,80,11,https://cdn.sofifa.net/players/200/145/22_120.png
203376,https://sofifa.com/player/203376/virgil-van-dijk/220002,V. van Dijk,CB,89,29,male,Netherlands,78,60,71,72,90,84,https://cdn.sofifa.net/players/203/376/22_120.png,https://cdn.sofifa.net/flags/nl.png,86000000,230000,Liverpool,Right,"#Tackling, #Tactician, #Strength, #Complete Defender",63,72,71,79,72,9,https://cdn.sofifa.net/players/203/376/22_120.png
208722,https://sofifa.com/player/208722/sadio-mane/220002,S. Mané,LW,89,29,male,Senegal,91,83,80,89,40,77,https://cdn.sofifa.net/players/208/722/22_120.png,https://cdn.sofifa.net/flags/sn.png,101000000,270000,Liverpool,Right,"#Speedster, #Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward",81,78,91,81,73,9,https://cdn.sofifa.net/players/208/722/22_120.png
209331,https://sofifa.com/player/209331/mohamed-salah/220002,M. Salah,RW,89,29,male,Egypt,90,87,81,90,40,75,https://cdn.sofifa.net/players/209/331/22_120.png,https://cdn.sofifa.net/flags/eg.png,101000000,270000,Liverpool,Left,"#Speedster, #Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward",78,81,90,79,78,10,https://cdn.sofifa.net/players/209/331/22_120.png
210257,https://sofifa.com/player/210257/ederson-santana-de-moraes/220002,Ederson,GK,89,27,male,Brazil,1,1,1,1,17,1,https://cdn.sofifa.net/players/210/257/22_120.png,https://cdn.sofifa.net/flags/br.png,94000000,200000,Manchester City,Left,,25,32,64,54,46,83,https://cdn.sofifa.net/players/210/257/22_120.png
212622,https://sofifa.com/player/212622/joshua-kimmich/220002,J. Kimmich,"CDM, RB",89,26,male,Germany,70,73,86,84,83,79,https://cdn.sofifa.net/players/212/622/22_120.png,https://cdn.sofifa.net/flags/de.png,108000000,160000,FC Bayern München,Right,#Crosser,77,80,79,80,77,10,https://cdn.sofifa.net/players/212/622/22_120.png
212831,https://sofifa.com/player/212831/alisson-ramses-becker/220002,Alisson,GK,89,28,male,Brazil,1,1,1,1,16,1,https://cdn.sofifa.net/players/212/831/22_120.png,https://cdn.sofifa.net/flags/br.png,82000000,190000,Liverpool,Right,,24,27,53,47,34,81,https://cdn.sofifa.net/players/212/831/22_120.png
230621,https://sofifa.com/player/230621/gianluigi-donnarumma/220002,G. Donnarumma,GK,89,22,male,Italy,1,1,1,1,16,1,https://cdn.sofifa.net/players/230/621/22_120.png,https://cdn.sofifa.net/flags/it.png,119500000,110000,Paris Saint-Germain,Right,,16,23,58,51,37,80,https://cdn.sofifa.net/players/230/621/22_120.png
155862,https://sofifa.com/player/155862/sergio-ramos-garcia/220002,Sergio Ramos,CB,88,35,male,Spain,70,70,76,74,88,84,https://cdn.sofifa.net/players/155/862/22_120.png,https://cdn.sofifa.net/flags/es.png,24000000,115000,Paris Saint-Germain,Right,"#Aerial Threat, #Tackling, #Tactician, #Complete Defender",74,76,75,79,83,7,https://cdn.sofifa.net/players/155/862/22_120.png
176580,https://sofifa.com/player/176580/luis-suarez/220002,L. Suárez,ST,88,34,male,Uruguay,72,90,82,84,41,83,https://cdn.sofifa.net/players/176/580/22_120.png,https://cdn.sofifa.net/flags/uy.png,44500000,135000,Atlético de Madrid,Right,"#Distance Shooter, #Clinical Finisher",86,82,78,81,78,25,https://cdn.sofifa.net/players/176/580/22_120.png
182521,https://sofifa.com/player/182521/toni-kroos/220002,T. Kroos,CM,88,31,male,Germany,53,81,91,81,68,68,https://cdn.sofifa.net/players/182/521/22_120.png,https://cdn.sofifa.net/flags/de.png,75000000,310000,Real Madrid CF,Right,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder",79,86,66,70,77,8,https://cdn.sofifa.net/players/182/521/22_120.png
192505,https://sofifa.com/player/192505/romelu-lukaku/220002,R. Lukaku,ST,88,28,male,Belgium,84,87,74,78,33,83,https://cdn.sofifa.net/players/192/505/22_120.png,https://cdn.sofifa.net/flags/be.png,93500000,260000,Chelsea,Left,"#Poacher, #Strength, #Complete Forward",81,74,74,81,72,9,https://cdn.sofifa.net/players/192/505/22_120.png
193041,https://sofifa.com/player/193041/keylor-navas/220002,K. Navas,GK,88,34,male,Costa Rica,1,1,1,1,18,1,https://cdn.sofifa.net/players/193/041/22_120.png,https://cdn.sofifa.net/flags/cr.png,15500000,130000,Paris Saint-Germain,Right,,17,25,62,51,38,79,https://cdn.sofifa.net/players/193/041/22_120.png
202652,https://sofifa.com/player/202652/raheem-sterling/220002,R. Sterling,"LW, RW",88,26,male,England,91,82,79,87,49,66,https://cdn.sofifa.net/players/202/652/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,107500000,290000,Manchester City,Right,"#Speedster, #Dribbler, #Acrobat",72,78,92,72,67,10,https://cdn.sofifa.net/players/202/652/22_120.png
212198,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/220002,Bruno Fernandes,CAM,88,26,male,Portugal,75,86,89,84,70,77,https://cdn.sofifa.net/players/212/198/22_120.png,https://cdn.sofifa.net/flags/pt.png,107500000,250000,Manchester United,Right,"#Playmaker, #Engine, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder",82,86,80,82,83,10,https://cdn.sofifa.net/players/212/198/22_120.png
239085,https://sofifa.com/player/239085/erling-haaland/220002,E. Haaland,ST,88,20,male,Norway,89,91,65,80,39,88,https://cdn.sofifa.net/players/239/085/22_120.png,https://cdn.sofifa.net/flags/no.png,137500000,110000,Borussia Dortmund,Left,"#Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward",75,70,82,86,74,8,https://cdn.sofifa.net/players/239/085/22_120.png
153079,https://sofifa.com/player/153079/sergio-aguero/220002,S. Agüero,ST,87,33,male,Argentina,71,89,75,87,27,69,https://cdn.sofifa.net/players/153/079/22_120.png,https://cdn.sofifa.net/flags/ar.png,51000000,260000,FC Barcelona,Right,"#Dribbler, #Clinical Finisher, #Complete Forward",81,78,80,77,71,10,https://cdn.sofifa.net/players/153/079/22_120.png
167948,https://sofifa.com/player/167948/hugo-lloris/220002,H. Lloris,GK,87,34,male,France,1,1,1,1,19,1,https://cdn.sofifa.net/players/167/948/22_120.png,https://cdn.sofifa.net/flags/fr.png,13500000,125000,Tottenham Hotspur,Left,,18,23,63,44,37,78,https://cdn.sofifa.net/players/167/948/22_120.png
177003,https://sofifa.com/player/177003/luka-modric/220002,L. Modrić,CM,87,35,male,Croatia,73,76,89,88,72,66,https://cdn.sofifa.net/players/177/003/22_120.png,https://cdn.sofifa.net/flags/hr.png,32000000,190000,Real Madrid CF,Right,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder",76,85,83,73,80,8,https://cdn.sofifa.net/players/177/003/22_120.png
183898,https://sofifa.com/player/183898/angel-di-maria/220002,Á. Di María,"RW, LW",87,33,male,Argentina,83,81,86,87,49,69,https://cdn.sofifa.net/players/183/898/22_120.png,https://cdn.sofifa.net/flags/ar.png,49500000,160000,Paris Saint-Germain,Left,"#Dribbler, #Crosser, #FK Specialist, #Acrobat",76,87,84,76,74,8,https://cdn.sofifa.net/players/183/898/22_120.png
186153,https://sofifa.com/player/186153/wojciech-szczesny/220002,W. Szczęsny,GK,87,31,male,Poland,1,1,1,1,15,1,https://cdn.sofifa.net/players/186/153/22_120.png,https://cdn.sofifa.net/flags/pl.png,42000000,105000,Juventus,Right,,17,19,57,50,33,77,https://cdn.sofifa.net/players/186/153/22_120.png
189596,https://sofifa.com/player/189596/thomas-muller/220002,T. Müller,"CAM, RM, RW",87,31,male,Germany,67,84,83,80,50,71,https://cdn.sofifa.net/players/189/596/22_120.png,https://cdn.sofifa.net/flags/de.png,66000000,140000,FC Bayern München,Right,"#Engine, #Clinical Finisher",84,76,74,77,75,8,https://cdn.sofifa.net/players/189/596/22_120.png
192387,https://sofifa.com/player/192387/ciro-immobile/220002,C. Immobile,ST,87,31,male,Italy,86,87,67,81,33,77,https://cdn.sofifa.net/players/192/387/22_120.png,https://cdn.sofifa.net/flags/it.png,67500000,125000,Lazio,Right,#Clinical Finisher,78,67,84,80,74,8,https://cdn.sofifa.net/players/192/387/22_120.png
195864,https://sofifa.com/player/195864/paul-pogba/220002,P. Pogba,"CM, LM",87,28,male,France,71,81,86,86,63,83,https://cdn.sofifa.net/players/195/864/22_120.png,https://cdn.sofifa.net/flags/fr.png,79500000,220000,Manchester United,Right,"#Dribbler, #Playmaker, #Distance Shooter, #Strength, #Complete Midfielder",79,87,72,84,80,3,https://cdn.sofifa.net/players/195/864/22_120.png
199556,https://sofifa.com/player/199556/marco-verratti/220002,M. Verratti,"CM, CAM",87,28,male,Italy,64,61,87,91,81,67,https://cdn.sofifa.net/players/199/556/22_120.png,https://cdn.sofifa.net/flags/it.png,79500000,155000,Paris Saint-Germain,Right,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder",70,84,80,63,83,10,https://cdn.sofifa.net/players/199/556/22_120.png
207865,https://sofifa.com/player/207865/marcos-aoas-correa/220002,Marquinhos,"CB, CDM",87,27,male,Brazil,81,53,75,74,89,81,https://cdn.sofifa.net/players/207/865/22_120.png,https://cdn.sofifa.net/flags/br.png,90500000,135000,Paris Saint-Germain,Right,"#Tackling, #Tactician ",65,64,77,72,74,8,https://cdn.sofifa.net/players/207/865/22_120.png
209658,https://sofifa.com/player/209658/leon-goretzka/220002,L. Goretzka,"CM, CDM",87,26,male,Germany,81,82,82,84,78,86,https://cdn.sofifa.net/players/209/658/22_120.png,https://cdn.sofifa.net/flags/de.png,93000000,140000,FC Bayern München,Right,#Tactician ,79,81,79,85,79,9,https://cdn.sofifa.net/players/209/658/22_120.png
211110,https://sofifa.com/player/211110/paulo-dybala/220002,P. Dybala,"CF, CAM",87,27,male,Argentina,84,86,86,90,37,60,https://cdn.sofifa.net/players/211/110/22_120.png,https://cdn.sofifa.net/flags/ar.png,93000000,160000,Juventus,Left,"#Dribbler, #Playmaker, #FK Specialist, #Acrobat, #Complete Midfielder",80,88,86,75,70,4,https://cdn.sofifa.net/players/211/110/22_120.png
216267,https://sofifa.com/player/216267/andrew-robertson/220002,A. Robertson,LB,87,27,male,Scotland,84,61,81,81,82,76,https://cdn.sofifa.net/players/216/267/22_120.png,https://cdn.sofifa.net/flags/gb-sct.png,83500000,175000,Liverpool,Left,"#Engine, #Crosser",64,78,81,72,77,8,https://cdn.sofifa.net/players/216/267/22_120.png
228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,"CM, CDM, CB",87,24,male,Netherlands,81,69,85,88,76,78,https://cdn.sofifa.net/players/228/702/22_120.png,https://cdn.sofifa.net/flags/nl.png,119500000,210000,FC Barcelona,Right,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder",76,82,83,74,75,8,https://cdn.sofifa.net/players/228/702/22_120.png
231281,https://sofifa.com/player/231281/trent-alexander-arnold/220002,T. Alexander-Arnold,RB,87,22,male,England,79,68,88,80,80,72,https://cdn.sofifa.net/players/231/281/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,114000000,150000,Liverpool,Right,#Crosser,73,85,77,74,76,9,https://cdn.sofifa.net/players/231/281/22_120.png
233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,"RM, CF, LM",87,21,male,England,81,76,82,91,34,65,https://cdn.sofifa.net/players/233/049/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,116500000,150000,Manchester United,Right,"#Dribbler, #Acrobat",74,80,85,66,66,8,https://cdn.sofifa.net/players/233/049/22_120.png
239818,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/220002,Rúben Dias,CB,87,24,male,Portugal,61,38,65,68,88,88,https://cdn.sofifa.net/players/239/818/22_120.png,https://cdn.sofifa.net/flags/pt.png,102500000,170000,Manchester City,Right,#Tackling ,56,61,64,70,65,8,https://cdn.sofifa.net/players/239/818/22_120.png
138956,https://sofifa.com/player/138956/giorgio-chiellini/220002,G. Chiellini,CB,86,36,male,Italy,68,46,60,59,90,85,https://cdn.sofifa.net/players/138/956/22_120.png,https://cdn.sofifa.net/flags/it.png,12000000,88000,Juventus,Left,"#Tackling, #Tactician, #Strength, #Complete Defender",56,54,65,76,64,2,https://cdn.sofifa.net/players/138/956/22_120.png
162835,https://sofifa.com/player/162835/samir-handanovic/220002,S. Handanovič,GK,86,36,male,Slovenia,1,1,1,1,16,1,https://cdn.sofifa.net/players/162/835/22_120.png,https://cdn.sofifa.net/flags/si.png,7500000,78000,Inter,Right,,17,22,51,51,32,75,https://cdn.sofifa.net/players/162/835/22_120.png
178603,https://sofifa.com/player/178603/mats-hummels/220002,M. Hummels,CB,86,32,male,Germany,56,59,77,73,88,77,https://cdn.sofifa.net/players/178/603/22_120.png,https://cdn.sofifa.net/flags/de.png,44000000,95000,Borussia Dortmund,Right,"#Tackling, #Tactician, #Strength, #Complete Defender",70,70,64,68,75,7,https://cdn.sofifa.net/players/178/603/22_120.png
189332,https://sofifa.com/player/189332/jordi-alba-ramos/220002,Jordi Alba,"LB, LM",86,32,male,Spain,86,69,81,83,77,71,https://cdn.sofifa.net/players/189/332/22_120.png,https://cdn.sofifa.net/flags/es.png,47000000,200000,FC Barcelona,Left,#Acrobat,74,77,85,71,76,10,https://cdn.sofifa.net/players/189/332/22_120.png
189509,https://sofifa.com/player/189509/thiago-alcantara/220002,Thiago,"CM, CDM",86,30,male,Spain,63,72,86,90,68,66,https://cdn.sofifa.net/players/189/509/22_120.png,https://cdn.sofifa.net/flags/es.png,65000000,180000,Liverpool,Right,"#Dribbler, #Acrobat",74,86,78,72,79,7,https://cdn.sofifa.net/players/189/509/22_120.png
189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,"CDM, CM",86,32,male,Spain,42,62,79,80,82,75,https://cdn.sofifa.net/players/189/511/22_120.png,https://cdn.sofifa.net/flags/es.png,45000000,200000,FC Barcelona,Right,,65,77,57,66,79,8,https://cdn.sofifa.net/players/189/511/22_120.png
189513,https://sofifa.com/player/189513/daniel-parejo-munoz/220002,Parejo,CM,86,32,male,Spain,50,83,90,81,69,69,https://cdn.sofifa.net/players/189/513/22_120.png,https://cdn.sofifa.net/flags/es.png,53500000,64000,Villarreal CF,Right,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder",78,87,63,73,80,8,https://cdn.sofifa.net/players/189/513/22_120.png
192984,https://sofifa.com/player/192984/koen-casteels/220002,K. Casteels,GK,86,29,male,Belgium,1,1,1,1,15,1,https://cdn.sofifa.net/players/192/984/22_120.png,https://cdn.sofifa.net/flags/be.png,52000000,88000,VfL Wolfsburg,Left,,18,21,53,50,27,77,https://cdn.sofifa.net/players/192/984/22_120.png
198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,"LW, CF",86,30,male,Italy,87,78,85,90,33,45,https://cdn.sofifa.net/players/198/219/22_120.png,https://cdn.sofifa.net/flags/it.png,65500000,125000,Napoli,Right,"#Dribbler, #FK Specialist",74,88,87,63,66,7,https://cdn.sofifa.net/players/198/219/22_120.png
201024,https://sofifa.com/player/201024/kalidou-koulibaly/220002,K. Koulibaly,CB,86,30,male,Senegal,81,28,51,65,88,85,https://cdn.sofifa.net/players/201/024/22_120.png,https://cdn.sofifa.net/flags/sn.png,55500000,105000,Napoli,Right,"#Tackling, #Strength",42,50,65,63,61,7,https://cdn.sofifa.net/players/201/024/22_120.png
201535,https://sofifa.com/player/201535/raphael-varane/220002,R. Varane,CB,86,28,male,France,82,49,64,65,87,82,https://cdn.sofifa.net/players/201/535/22_120.png,https://cdn.sofifa.net/flags/fr.png,68500000,180000,Manchester United,Right,#Tackling ,58,61,69,69,67,8,https://cdn.sofifa.net/players/201/535/22_120.png
204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,"RW, RM",86,30,male,Algeria,81,79,81,90,32,60,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/flags/dz.png,65500000,220000,Manchester City,Left,"#Dribbler, #Acrobat",73,84,84,69,67,9,https://cdn.sofifa.net/players/204/485/22_120.png
208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,"ST, RM, RW",86,29,male,Spain,79,86,77,84,42,73,https://cdn.sofifa.net/players/208/093/22_120.png,https://cdn.sofifa.net/flags/es.png,68000000,73000,Villarreal CF,Left,#Clinical Finisher,82,76,78,79,71,9,https://cdn.sofifa.net/players/208/093/22_120.png
208830,https://sofifa.com/player/208830/jamie-vardy/220002,J. Vardy,ST,86,34,male,England,85,84,70,80,50,73,https://cdn.sofifa.net/players/208/830/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,33000000,180000,Leicester City,Right,,79,69,82,75,79,10,https://cdn.sofifa.net/players/208/830/22_120.png
209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,"CDM, CB",86,27,male,Brazil,67,69,78,78,86,83,https://cdn.sofifa.net/players/209/499/22_120.png,https://cdn.sofifa.net/flags/br.png,73500000,165000,Liverpool,Right,"#Tackling, #Tactician ",68,73,69,79,81,8,https://cdn.sofifa.net/players/209/499/22_120.png
210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,"RB, LB",86,27,male,Portugal,85,71,83,84,80,72,https://cdn.sofifa.net/players/210/514/22_120.png,https://cdn.sofifa.net/flags/pt.png,71500000,185000,Manchester City,Right,#Crosser,74,80,82,75,74,9,https://cdn.sofifa.net/players/210/514/22_120.png
212218,https://sofifa.com/player/212218/aymeric-laporte/220002,A. Laporte,CB,86,27,male,Spain,63,50,72,69,86,80,https://cdn.sofifa.net/players/212/218/22_120.png,https://cdn.sofifa.net/flags/es.png,77000000,185000,Manchester City,Left,"#Tackling, #Tactician ",61,70,66,70,69,7,https://cdn.sofifa.net/players/212/218/22_120.png
213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,"LM, RM, LW",86,25,male,France,93,76,79,88,25,60,https://cdn.sofifa.net/players/213/345/22_120.png,https://cdn.sofifa.net/flags/fr.png,81000000,120000,FC Bayern München,Right,"#Speedster, #Dribbler, #Acrobat",74,80,89,71,62,3,https://cdn.sofifa.net/players/213/345/22_120.png
218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,"CAM, CM, RW",86,26,male,Portugal,80,76,83,91,52,67,https://cdn.sofifa.net/players/218/667/22_120.png,https://cdn.sofifa.net/flags/pt.png,80000000,200000,Manchester City,Left,"#Dribbler, #Engine, #Acrobat",73,81,86,70,74,9,https://cdn.sofifa.net/players/218/667/22_120.png
226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,"CM, RM, ST",86,26,male,Spain,88,80,81,82,77,82,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/flags/es.png,88000000,95000,Atlético de Madrid,Right,#Playmaker ,74,76,82,80,80,8,https://cdn.sofifa.net/players/226/161/22_120.png
231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,CDM,86,25,male,Spain,61,70,77,78,81,82,https://cdn.sofifa.net/players/231/866/22_120.png,https://cdn.sofifa.net/flags/es.png,81000000,175000,Manchester City,Right,,69,72,66,80,74,8,https://cdn.sofifa.net/players/231/866/22_120.png
232363,https://sofifa.com/player/232363/milan-skriniar/220002,M. Škriniar,CB,86,26,male,Slovakia,80,41,53,69,86,84,https://cdn.sofifa.net/players/232/363/22_120.png,https://cdn.sofifa.net/flags/sk.png,74000000,150000,Inter,Right,#Tactician ,55,50,71,65,64,9,https://cdn.sofifa.net/players/232/363/22_120.png
143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,"CAM, CF, CM",85,33,male,Argentina,87,78,84,87,38,55,https://cdn.sofifa.net/players/143/076/22_120.png,https://cdn.sofifa.net/flags/ar.png,33500000,51000,Sevilla FC,Right,#Acrobat,71,83,89,70,69,7,https://cdn.sofifa.net/players/143/076/22_120.png
163587,https://sofifa.com/player/163587/kasper-schmeichel/220002,K. Schmeichel,GK,85,34,male,Denmark,1,1,1,1,13,1,https://cdn.sofifa.net/players/163/587/22_120.png,https://cdn.sofifa.net/flags/dk.png,9000000,115000,Leicester City,Right,,21,25,57,46,36,77,https://cdn.sofifa.net/players/163/587/22_120.png
164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002,Thiago Silva,CB,85,36,male,Brazil,53,54,72,72,85,78,https://cdn.sofifa.net/players/164/240/22_120.png,https://cdn.sofifa.net/flags/br.png,9500000,105000,Chelsea,Right,#Tactician ,64,69,64,74,73,7,https://cdn.sofifa.net/players/164/240/22_120.png
168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,"CAM, CM",85,35,male,Spain,63,74,87,87,46,53,https://cdn.sofifa.net/players/168/542/22_120.png,https://cdn.sofifa.net/flags/es.png,22000000,44000,Real Sociedad,Left,"#Dribbler, #Playmaker, #Complete Midfielder",76,83,77,63,74,7,https://cdn.sofifa.net/players/168/542/22_120.png
177683,https://sofifa.com/player/177683/yann-sommer/220002,Y. Sommer,GK,85,32,male,Switzerland,1,1,1,1,13,1,https://cdn.sofifa.net/players/177/683/22_120.png,https://cdn.sofifa.net/flags/ch.png,26500000,40000,Borussia Mönchengladbach,Right,,16,19,59,52,36,77,https://cdn.sofifa.net/players/177/683/22_120.png
179813,https://sofifa.com/player/179813/edinson-cavani/220002,E. Cavani,ST,85,34,male,Uruguay,66,86,70,76,44,79,https://cdn.sofifa.net/players/179/813/22_120.png,https://cdn.sofifa.net/flags/uy.png,26000000,190000,Manchester United,Right,,81,71,69,82,78,9,https://cdn.sofifa.net/players/179/813/22_120.png
